item_id,title,cluster_hint,week_idx,week_start,units_actual,promo_flag,oos_flag
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,6,2025-03-31,61,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,7,2025-04-07,112,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,8,2025-04-14,39,0,1
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,9,2025-04-21,163,1,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,10,2025-04-28,63,1,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,11,2025-05-05,87,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,12,2025-05-12,72,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,13,2025-05-19,100,1,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,14,2025-05-26,138,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,15,2025-06-02,86,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,16,2025-06-09,32,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,17,2025-06-16,0,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,18,2025-06-23,66,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,19,2025-06-30,46,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,20,2025-07-07,37,1,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,21,2025-07-14,1,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,22,2025-07-21,128,1,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,23,2025-07-28,0,0,0
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,24,2025-08-04,0,0,1
P1009,UrbanPeak Signature Waterproof Hiking Boot - Blush,HIK_WATERPROOF,25,2025-08-11,0,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,0,2025-01-20,72,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,1,2025-01-27,82,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,2,2025-02-03,182,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,3,2025-02-10,173,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,4,2025-02-17,118,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,5,2025-02-24,139,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,6,2025-03-03,161,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,7,2025-03-10,58,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,8,2025-03-17,118,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,9,2025-03-24,34,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,10,2025-03-31,65,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,11,2025-04-07,35,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,12,2025-04-14,28,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,13,2025-04-21,33,1,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,14,2025-04-28,22,1,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,15,2025-05-05,30,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,16,2025-05-12,0,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,17,2025-05-19,0,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,18,2025-05-26,17,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,19,2025-06-02,0,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,20,2025-06-09,0,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,21,2025-06-16,32,1,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,22,2025-06-23,0,1,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,23,2025-06-30,0,0,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,24,2025-07-07,0,1,0
P1010,CivicWorks Everyday High-Rise Yoga Legging - White/Navy,LEG_HI_RISE,25,2025-07-14,0,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,0,2025-07-14,0,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,1,2025-07-21,175,1,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,2,2025-07-28,131,1,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,3,2025-08-04,190,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,4,2025-08-11,167,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,5,2025-08-18,157,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,6,2025-08-25,168,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,7,2025-09-01,103,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,8,2025-09-08,77,1,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,9,2025-09-15,89,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,10,2025-09-22,78,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,11,2025-09-29,16,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,12,2025-10-06,24,0,1
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,13,2025-10-13,0,1,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,14,2025-10-20,0,1,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,15,2025-10-27,20,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,16,2025-11-03,22,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,17,2025-11-10,23,0,1
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,18,2025-11-17,12,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,19,2025-11-24,71,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,20,2025-12-01,0,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,21,2025-12-08,32,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,22,2025-12-15,18,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,23,2025-12-22,62,0,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,24,2025-12-29,7,1,0
P1011,NordVale Trail High-Rise Yoga Legging - Sand/Maroon,LEG_HI_RISE,25,2026-01-05,17,1,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,0,2025-09-22,101,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,1,2025-09-29,88,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,2,2025-10-06,142,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,3,2025-10-13,70,0,1
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,4,2025-10-20,165,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,5,2025-10-27,113,1,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,6,2025-11-03,80,1,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,7,2025-11-10,137,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,8,2025-11-17,7,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,9,2025-11-24,56,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,10,2025-12-01,38,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,11,2025-12-08,73,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,12,2025-12-15,0,0,1
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,13,2025-12-22,0,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,14,2025-12-29,69,1,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,15,2026-01-05,18,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,16,2026-01-12,21,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,17,2026-01-19,108,1,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,18,2026-01-26,22,1,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,19,2026-02-02,0,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,20,2026-02-09,0,0,1
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,21,2026-02-16,44,1,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,22,2026-02-23,0,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,23,2026-03-02,0,1,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,24,2026-03-09,0,0,0
P1012,Trail&Town Pro High-Rise Yoga Legging - Burgundy,LEG_HI_RISE,25,2026-03-16,59,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,0,2025-08-25,81,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,1,2025-09-01,21,1,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,2,2025-09-08,135,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,3,2025-09-15,64,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,4,2025-09-22,211,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,5,2025-09-29,90,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,6,2025-10-06,160,1,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,7,2025-10-13,64,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,8,2025-10-20,60,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,9,2025-10-27,87,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,10,2025-11-03,12,1,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,11,2025-11-10,32,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,12,2025-11-17,41,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,13,2025-11-24,78,1,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,14,2025-12-01,82,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,15,2025-12-08,99,1,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,16,2025-12-15,25,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,17,2025-12-22,24,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,18,2025-12-29,0,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,19,2026-01-05,0,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,20,2026-01-12,0,0,1
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,21,2026-01-19,0,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,22,2026-01-26,7,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,23,2026-02-02,2,0,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,24,2026-02-09,27,1,0
P1013,Trail&Town Performance High-Rise Yoga Legging - Maroon,LEG_HI_RISE,25,2026-02-16,0,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,0,2025-05-12,117,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,1,2025-05-19,68,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,2,2025-05-26,103,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,3,2025-06-02,107,1,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,4,2025-06-09,79,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,5,2025-06-16,70,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,6,2025-06-23,0,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,7,2025-06-30,69,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,8,2025-07-07,51,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,9,2025-07-14,53,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,10,2025-07-21,0,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,11,2025-07-28,29,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,12,2025-08-04,9,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,13,2025-08-11,0,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,14,2025-08-18,0,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,15,2025-08-25,0,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,16,2025-09-01,46,0,1
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,17,2025-09-08,43,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,18,2025-09-15,0,1,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,19,2025-09-22,1,0,1
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,20,2025-09-29,21,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,21,2025-10-06,13,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,22,2025-10-13,0,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,23,2025-10-20,0,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,24,2025-10-27,0,0,0
P1014,CivicWorks City High-Rise Yoga Legging - Charcoal,LEG_HI_RISE,25,2025-11-03,48,1,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,0,2025-05-12,75,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,1,2025-05-19,29,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,2,2025-05-26,0,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,3,2025-06-02,74,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,4,2025-06-09,70,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,5,2025-06-16,86,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,6,2025-06-23,29,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,7,2025-06-30,56,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,8,2025-07-07,36,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,9,2025-07-14,55,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,10,2025-07-21,63,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,11,2025-07-28,11,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,12,2025-08-04,20,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,13,2025-08-11,24,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,14,2025-08-18,23,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,15,2025-08-25,43,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,16,2025-09-01,63,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,17,2025-09-08,0,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,18,2025-09-15,55,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,19,2025-09-22,15,0,1
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,20,2025-09-29,0,0,1
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,21,2025-10-06,16,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,22,2025-10-13,17,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,23,2025-10-20,42,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,24,2025-10-27,34,0,0
P1015,Trail&Town Everyday Crewneck Tee - Sand/Navy,TEE_CREW,25,2025-11-03,26,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,0,2025-11-24,12,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,1,2025-12-01,90,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,2,2025-12-08,19,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,3,2025-12-15,7,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,4,2025-12-22,48,1,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,5,2025-12-29,32,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,6,2026-01-05,34,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,7,2026-01-12,40,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,8,2026-01-19,33,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,9,2026-01-26,104,1,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,10,2026-02-02,110,1,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,11,2026-02-09,84,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,12,2026-02-16,34,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,13,2026-02-23,12,0,1
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,14,2026-03-02,31,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,15,2026-03-09,31,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,16,2026-03-16,86,1,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,17,2026-03-23,34,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,18,2026-03-30,0,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,19,2026-04-06,12,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,20,2026-04-13,147,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,21,2026-04-20,2,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,22,2026-04-27,0,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,23,2026-05-04,28,0,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,24,2026-05-11,112,1,0
P1016,Fieldline Everyday Crewneck Tee - Olive,TEE_CREW,25,2026-05-18,24,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,0,2025-10-06,49,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,1,2025-10-13,0,1,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,2,2025-10-20,0,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,3,2025-10-27,34,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,4,2025-11-03,18,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,5,2025-11-10,60,1,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,6,2025-11-17,12,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,7,2025-11-24,68,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,8,2025-12-01,58,0,1
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,9,2025-12-08,0,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,10,2025-12-15,43,0,1
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,11,2025-12-22,22,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,12,2025-12-29,120,1,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,13,2026-01-05,70,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,14,2026-01-12,49,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,15,2026-01-19,26,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,16,2026-01-26,43,1,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,17,2026-02-02,147,1,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,18,2026-02-09,59,1,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,19,2026-02-16,0,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,20,2026-02-23,30,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,21,2026-03-02,36,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,22,2026-03-09,0,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,23,2026-03-16,8,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,24,2026-03-23,27,0,0
P1017,UrbanPeak Pro Crewneck Tee - Stone/Charcoal,TEE_CREW,25,2026-03-30,35,0,1
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,0,2025-08-04,53,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,1,2025-08-11,23,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,2,2025-08-18,11,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,3,2025-08-25,0,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,4,2025-09-01,82,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,5,2025-09-08,27,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,6,2025-09-15,16,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,7,2025-09-22,72,1,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,8,2025-09-29,60,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,9,2025-10-06,46,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,10,2025-10-13,70,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,11,2025-10-20,31,1,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,12,2025-10-27,13,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,13,2025-11-03,26,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,14,2025-11-10,42,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,15,2025-11-17,6,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,16,2025-11-24,4,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,17,2025-12-01,4,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,18,2025-12-08,56,1,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,19,2025-12-15,103,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,20,2025-12-22,91,0,0
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,21,2025-12-29,2,0,1
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,22,2026-01-05,5,0,1
P1018,NordVale Performance Crewneck Tee - Teal,TEE_CREW,23,2026-01-12,0,0,0
